Season,short_name,long_name,age,dob,height_cm,weight_kg,club_name,league_name,overall,potential,value_eur,wage_eur,player_positions,preferred_foot,release_clause_eur,nation_position,nation_jersey_number,previous_edition_overall,long_name1,club_name1
2017/18,F. Peluso,Federico Peluso,34,1984-01-20,188,82,U.S. Sassuolo Calcio,Italian Serie A,72,72,875000.0,30000.0,"LB, CB",Left,1500000.0,,,74.0,Federico Peluso,U.S. Sassuolo Calcio
2017/18,J. Morávek,Jan Morávek,28,1989-11-01,180,77,FC Augsburg,German 1. Bundesliga,72,72,3100000.0,20000.0,"CM, CAM",Right,5200000.0,,,72.0,Jan Moravek,FC Augsburg
2017/18,T. Hubočan,Tomáš Hubočan,32,1985-09-17,184,70,Olympique de Marseille,French Ligue 1,72,72,1800000.0,30000.0,"CB, LB",Right,3400000.0,,,73.0,Tomas Hubocan,Olympique de Marseille
2017/18,Kiko Olivas,Francisco José Olivas Alba,29,1988-08-21,189,83,Real Valladolid CF,Spain Primera Division,72,72,2400000.0,15000.0,CB,Right,5300000.0,,,74.0,Francisco Jose Olivas Alba,Real Valladolid CF
2017/18,R. Wolf,Raphael Wolf,30,1988-06-06,190,86,Fortuna Düsseldorf,German 1. Bundesliga,72,72,2000000.0,15000.0,GK,Right,3600000.0,,,66.0,Raphael Wolf,Fortuna Dusseldorf
2017/18,R. van La Parra,Rajiv van La Parra,27,1991-06-04,181,72,Huddersfield Town,English Premier League,72,72,3300000.0,30000.0,"LM, RM",Right,6200000.0,,,69.0,Rajiv van La Parra,Huddersfield Town
2017/18,M. Abeid,Mehdi Abeid,25,1992-08-06,178,85,Dijon FCO,French Ligue 1,72,75,3300000.0,10000.0,"CDM, CM",Right,6800000.0,,,71.0,Mehdi Abeid,Dijon FCO
2017/18,F. Tabanou,Franck Tabanou,29,1989-01-30,178,77,En Avant de Guingamp,French Ligue 1,72,72,2400000.0,15000.0,"LB, LWB",Left,4700000.0,,,73.0,Franck Tabanou,En Avant de Guingamp
2017/18,Thiago Cionek,Thiago Rangel Cionek,32,1986-04-21,183,80,SPAL,Italian Serie A,72,72,1800000.0,10000.0,CB,Right,3200000.0,LCB,4.0,71.0,Thiago Rangel Cionek,SPAL
2017/18,A. Esswein,Alexander Esswein,28,1990-03-25,183,85,Hertha BSC,German 1. Bundesliga,72,72,3100000.0,20000.0,"RM, RWB, ST",Right,5400000.0,,,73.0,Alexander Esswein,Hertha BSC
2017/18,G. Angella,Gabriele Angella,29,1989-04-28,189,79,Udinese Calcio,Italian Serie A,72,72,2400000.0,20000.0,CB,Right,4300000.0,,,74.0,Gabriele Angella,Udinese Calcio
2017/18,C. Pinsoglio,Carlo Pinsoglio,28,1990-03-16,194,85,Juventus,Italian Serie A,72,72,2200000.0,40000.0,GK,Left,3600000.0,,,69.0,Carlo Pinsoglio,Juventus
2017/18,L. Ariaudo,Lorenzo Ariaudo,29,1989-06-11,186,79,Frosinone,Italian Serie A,72,72,2400000.0,10000.0,CB,Left,4300000.0,,,72.0,Lorenzo Ariaudo,Frosinone
2017/18,Dídac Vilà,Dídac Vilá Rosselló,29,1989-06-09,185,75,RCD Espanyol de Barcelona,Spain Primera Division,72,72,2400000.0,20000.0,LB,Left,4900000.0,,,72.0,Didac Vila Rossello,RCD Espanyol de Barcelona
2017/18,R. Krhin,Rene Krhin,28,1990-05-21,189,81,FC Nantes,French Ligue 1,72,72,2500000.0,15000.0,"CDM, CM",Right,5000000.0,RDM,6.0,70.0,Rene Krhin,FC Nantes
2017/18,S. Jung,Sebastian Alexander Jung,28,1990-06-22,179,72,VfL Wolfsburg,German 1. Bundesliga,72,72,2500000.0,30000.0,RB,Right,4200000.0,,,75.0,Sebastian Alexander Jung,VfL Wolfsburg
2017/18,A. Luthe,Andreas Luthe,31,1987-03-10,195,85,FC Augsburg,German 1. Bundesliga,72,72,1900000.0,15000.0,GK,Right,3200000.0,,,71.0,Andreas Luthe,FC Augsburg
2017/18,M. Diallo,Moustapha Elhadji Diallo,32,1986-05-14,192,78,Nîmes Olympique,French Ligue 1,72,72,1800000.0,15000.0,"CDM, CM",Right,3600000.0,,,72.0,Moustapha Elhadji Diallo,Nimes Olympique
2017/18,E. Prib,Edgar Prib,28,1989-12-15,180,77,Hannover 96,German 1. Bundesliga,72,72,3100000.0,20000.0,"LM, LB, CM",Left,5700000.0,,,73.0,Edgar Prib,Hannover 96
2017/18,L. Cabrera,Leandro Daniel Cabrera Sasía,26,1991-09-06,187,80,Getafe CF,Spain Primera Division,72,75,3200000.0,15000.0,"CB, LB",Left,7000000.0,,,71.0,Leandro Daniel Cabrera Sasia,Getafe CF
2017/18,N. Etheridge,Neil Leonard Dula Etheridge,28,1990-02-07,191,89,Cardiff City,English Premier League,72,74,2600000.0,20000.0,GK,Right,5400000.0,,,68.0,Neil Leonard Dula Etheridge,Cardiff City
2017/18,B. Jeannot,Benjamin Jeannot,26,1992-01-22,183,78,Dijon FCO,French Ligue 1,72,75,3900000.0,10000.0,ST,Right,8100000.0,,,72.0,Benjamin Jeannot,Dijon FCO
2017/18,F. Pisacane,Fabio Pisacane,32,1986-01-28,178,77,Cagliari,Italian Serie A,72,72,1800000.0,20000.0,"CB, RB",Right,3200000.0,,,71.0,Fabio Pisacane,Cagliari
2017/18,Aitor,Aitor Fernández Abarisketa,27,1991-05-03,182,78,Levante Unión Deportiva,Spain Primera Division,72,75,2600000.0,10000.0,GK,Right,5700000.0,,,69.0,Aitor Fernandez Abarisketa,Levante Union Deportiva
2017/18,V. Belec,Vid Belec,28,1990-06-06,192,93,U.C. Sampdoria,Italian Serie A,72,74,2600000.0,20000.0,GK,Right,4600000.0,GK,12.0,73.0,Vid Belec,U.C. Sampdoria
2017/18,B. Kayal,Beram Kayal,30,1988-05-02,178,74,Brighton & Hove Albion,English Premier League,72,72,2900000.0,30000.0,"CM, CAM",Right,5500000.0,,,73.0,Beram Kayal,Brighton & Hove Albion
2017/18,V. Regini,Vasco Regini,27,1990-09-09,185,79,U.C. Sampdoria,Italian Serie A,72,73,2900000.0,20000.0,"LB, CB",Left,5100000.0,,,72.0,Vasco Regini,U.C. Sampdoria
2017/18,A. Camara,Abdoul Razzagui Camara,28,1990-02-20,178,71,En Avant de Guingamp,French Ligue 1,72,72,3100000.0,20000.0,"LW, LM, RM",Left,6300000.0,,,71.0,Abdoul Razzagui Camara,En Avant de Guingamp
2017/18,Gabriel Silva,Gabriel Moisés Antunes da Silva,27,1991-05-13,179,75,AS Saint-Étienne,French Ligue 1,72,73,2900000.0,20000.0,"LB, LM, LWB",Left,5700000.0,,,70.0,Gabriel Moises Antunes da Silva,AS Saint-Etienne
2017/18,J. Sala,Jacopo Sala,26,1991-12-05,181,75,U.C. Sampdoria,Italian Serie A,72,74,3100000.0,20000.0,RB,Right,5400000.0,,,73.0,Jacopo Sala,U.C. Sampdoria
2017/18,F. Moubandje,Jacques François Moubandje,28,1990-06-21,180,74,Toulouse Football Club,French Ligue 1,72,72,2500000.0,20000.0,LB,Left,4900000.0,SUB,3.0,74.0,Jacques Francois Moubandje,Toulouse Football Club
2017/18,M. Büchel,Marcel Büchel,27,1991-03-18,175,71,Empoli,Italian Serie A,72,72,3200000.0,10000.0,"CM, CDM",Left,5700000.0,,,73.0,Marcel Buchel,Empoli
2017/18,Guitián,Alberto Guitián Ceballos,27,1990-07-29,181,69,Real Valladolid CF,Spain Primera Division,72,74,3000000.0,15000.0,"CB, CDM",Right,6900000.0,,,73.0,Alberto Guitian Ceballos,Real Valladolid CF
2017/18,K. Zohore,Kenneth Dahrup Zohorè,24,1994-01-31,194,96,Cardiff City,English Premier League,72,77,4200000.0,30000.0,ST,Left,8800000.0,,,71.0,Kenneth Dahrup Zohore,Cardiff City
2017/18,L. Caldirola,Luca Caldirola,27,1991-02-01,189,79,SV Werder Bremen,German 1. Bundesliga,72,73,2900000.0,15000.0,"CB, LB",Left,5200000.0,,,75.0,Luca Caldirola,SV Werder Bremen
2017/18,A. Hoffmann,André Hoffmann,25,1993-02-28,190,84,Fortuna Düsseldorf,German 1. Bundesliga,72,76,3400000.0,20000.0,"CB, CDM",Right,6300000.0,,,71.0,Andre Hoffmann,Fortuna Dusseldorf
2017/18,R. Métanire,Romain Métanire,28,1990-03-28,178,74,Stade de Reims,French Ligue 1,72,72,2500000.0,15000.0,RB,Right,4900000.0,,,72.0,Romain Metanire,Stade de Reims
2017/18,N. Höfler,Nicolas Höfler,28,1990-03-09,181,78,Sport-Club Freiburg,German 1. Bundesliga,72,72,2500000.0,15000.0,"CDM, CM, CB",Right,4500000.0,,,72.0,Nicolas Hofler,Sport-Club Freiburg
2017/18,M. Hector,Michael Hector,25,1992-07-19,193,82,Chelsea,English Premier League,72,76,3400000.0,50000.0,CB,Right,6500000.0,,,71.0,Michael Hector,Chelsea
2017/18,C. Christie,Cyrus Sylvester Frederick Christie,25,1992-09-30,188,78,Fulham,English Premier League,72,77,3400000.0,30000.0,RB,Right,6800000.0,,,70.0,Cyrus Sylvester Frederick Christie,Fulham
2017/18,M. Le Bihan,Mickaël Le Bihan,28,1990-05-16,184,80,OGC Nice,French Ligue 1,72,72,3200000.0,20000.0,ST,Right,6100000.0,,,72.0,Mickael Le Bihan,OGC Nice
2017/18,R. Žulj,Robert Žulj,26,1992-02-05,189,89,TSG Hoffenheim,German 1. Bundesliga,72,74,3800000.0,20000.0,"CF, CAM, ST",Right,6800000.0,,,72.0,Robert Zulj,TSG Hoffenheim
2017/18,Samu García,Samuel García Sánchez,28,1990-06-15,179,73,Levante Unión Deportiva,Spain Primera Division,72,72,3100000.0,15000.0,"RM, ST, CAM, LM",Right,6600000.0,,,75.0,Samuel Garcia Sanchez,Levante Union Deportiva
2017/18,A. Morales,Alfredo Morales,28,1990-05-12,183,77,Fortuna Düsseldorf,German 1. Bundesliga,72,72,3100000.0,20000.0,CM,Right,5600000.0,,,72.0,Alfredo Morales,Fortuna Dusseldorf
2017/18,B. Wood,Bobby Shou Wood,25,1992-11-15,180,79,Hannover 96,German 1. Bundesliga,72,75,4000000.0,20000.0,ST,Right,,SUB,7.0,75.0,Bobby Shou Wood,Hannover 96
2017/18,J. Bahebeck,Jean-Christophe Bahebeck,25,1993-05-01,182,76,Paris Saint-Germain,French Ligue 1,72,75,4000000.0,50000.0,ST,Right,7600000.0,,,72.0,Jean-Christophe Bahebeck,Paris Saint-Germain
2017/18,E. Martínez,Damián Emiliano Martínez,25,1992-09-02,193,85,Arsenal,English Premier League,72,77,3000000.0,40000.0,GK,Right,5800000.0,,,,Damian Emiliano Martinez,Arsenal
2017/18,N. Kebano,Neeskens Kebano,26,1992-03-10,170,65,Fulham,English Premier League,72,73,3700000.0,40000.0,"LW, LM, CAM",Right,7200000.0,,,74.0,Neeskens Kebano,Fulham
2017/18,Lucas Piazon,Gustavo Lucas Domingues Piazón,24,1994-01-20,182,73,Chelsea,English Premier League,72,77,4200000.0,60000.0,"RW, LW, LM",Right,8000000.0,,,73.0,Gustavo Lucas Domingues Piazon,Chelsea
2017/18,I. Diomandé,Ismaël Tiémoko Diomandé,25,1992-08-28,183,82,Stade Malherbe Caen,French Ligue 1,72,77,3500000.0,15000.0,"CDM, CB",Right,7200000.0,,,73.0,Ismael Tiemoko Diomande,Stade Malherbe Caen
2017/18,A. Jóhannsson,Aron Jóhannsson,27,1990-11-10,184,70,SV Werder Bremen,German 1. Bundesliga,72,73,3600000.0,20000.0,ST,Right,6400000.0,,,72.0,Aron Johannsson,SV Werder Bremen
2017/18,M. Bettinelli,Marcus Bettinelli,26,1992-05-24,194,82,Fulham,English Premier League,72,76,2800000.0,30000.0,GK,Right,5600000.0,,,68.0,Marcus Bettinelli,Fulham
2017/18,L. Ceppitelli,Luca Ceppitelli,28,1989-08-11,186,83,Cagliari,Italian Serie A,72,73,2800000.0,20000.0,CB,Right,5300000.0,,,72.0,Luca Ceppitelli,Cagliari
2017/18,T. Savanier,Téji Tedy Savanier,26,1991-12-22,171,62,Nîmes Olympique,French Ligue 1,72,75,3800000.0,15000.0,CM,Right,7900000.0,,,72.0,Teji Tedy Savanier,Nimes Olympique
2017/18,N. Murru,Nicola Murru,23,1994-12-16,180,64,U.C. Sampdoria,Italian Serie A,72,77,3500000.0,20000.0,LB,Left,6100000.0,,,70.0,Nicola Murru,U.C. Sampdoria
2017/18,I. Kiese Thelin,Isaac Kiese Thelin,26,1992-06-24,188,82,Bayer 04 Leverkusen,German 1. Bundesliga,72,74,3800000.0,40000.0,ST,Right,,SUB,11.0,71.0,Isaac Kiese Thelin,Bayer 04 Leverkusen
2017/18,J. Dezi,Jacopo Dezi,26,1992-02-10,178,69,Parma,Italian Serie A,72,74,3700000.0,30000.0,CM,Right,6900000.0,,,71.0,Jacopo Dezi,Parma
2017/18,J. Murphy,Jacob Murphy,23,1995-02-24,179,74,Newcastle United,English Premier League,72,80,4600000.0,30000.0,"RM, LM",Right,9600000.0,,,70.0,Jacob Murphy,Newcastle United
2017/18,J. Murphy,Jacob Murphy,23,1995-02-24,179,74,Newcastle United,English Premier League,72,80,4600000.0,30000.0,"RM, LM",Right,9600000.0,,,70.0,Jacob Murphy,Newcastle United
2017/18,J. Murphy,Jacob Murphy,23,1995-02-24,179,74,Newcastle United,English Premier League,72,80,4600000.0,30000.0,"RM, LM",Right,9600000.0,,,70.0,Jacob Murphy,Newcastle United
2017/18,J. Murphy,Jacob Murphy,23,1995-02-24,179,74,Newcastle United,English Premier League,72,80,4600000.0,30000.0,"RM, LM",Right,9600000.0,,,70.0,Jacob Murphy,Newcastle United
2017/18,J. Murphy,Jacob Murphy,23,1995-02-24,179,74,Newcastle United,English Premier League,72,80,4600000.0,30000.0,"RM, LM",Right,9600000.0,,,67.0,Jacob Murphy,Newcastle United
2017/18,J. Murphy,Jacob Murphy,23,1995-02-24,179,74,Newcastle United,English Premier League,72,80,4600000.0,30000.0,"RM, LM",Right,9600000.0,,,67.0,Jacob Murphy,Newcastle United
2017/18,J. Murphy,Jacob Murphy,23,1995-02-24,179,74,Newcastle United,English Premier League,72,80,4600000.0,30000.0,"RM, LM",Right,9600000.0,,,67.0,Jacob Murphy,Newcastle United
2017/18,J. Murphy,Jacob Murphy,23,1995-02-24,179,74,Newcastle United,English Premier League,72,80,4600000.0,30000.0,"RM, LM",Right,9600000.0,,,67.0,Jacob Murphy,Newcastle United
2017/18,Patric,Patricio Gabarrón Gil,25,1993-04-17,184,72,Lazio,Italian Serie A,72,75,3200000.0,30000.0,"RB, CB",Right,5700000.0,,,69.0,Patricio Gabarron Gil,Lazio
2017/18,I. Hayden,Isaac Hayden,23,1995-03-22,185,79,Newcastle United,English Premier League,72,79,3700000.0,20000.0,"CDM, CM",Right,7800000.0,,,71.0,Isaac Hayden,Newcastle United
2017/18,S. March,Solomon March,23,1994-07-20,180,77,Brighton & Hove Albion,English Premier League,72,76,4100000.0,30000.0,"LM, RM",Left,8000000.0,,,71.0,Solomon March,Brighton & Hove Albion
2017/18,K. Omeruo,Kenneth Josiah Omeruo,24,1993-10-17,185,81,CD Leganés,Spain Primera Division,72,79,3700000.0,15000.0,CB,Right,,,,72.0,Kenneth Josiah Omeruo,CD Leganes
2017/18,S. Yago,Steeve Yago,25,1992-12-16,180,77,Toulouse Football Club,French Ligue 1,72,77,3400000.0,15000.0,"RB, CB",Right,7100000.0,,,71.0,Steeve Yago,Toulouse Football Club
2017/18,D. Ward,Danny Ward,25,1993-06-22,191,88,Leicester City,English Premier League,72,75,2800000.0,30000.0,GK,Right,5400000.0,,,70.0,Danny Ward,Leicester City
2017/18,D. Bessa,Daniel Sartori Bessa,25,1993-01-14,178,75,Genoa,Italian Serie A,72,76,3900000.0,10000.0,CM,Right,,,,73.0,Daniel Sartori Bessa,Genoa
2017/18,F. Mollet,Florent Mollet,26,1991-11-19,174,68,Montpellier Hérault SC,French Ligue 1,72,74,3800000.0,20000.0,"CAM, RM, CM",Right,7800000.0,,,67.0,Florent Mollet,Montpellier Herault SC
2017/18,L. Lollo,Lorenzo Lollo,27,1990-12-08,180,75,Empoli,Italian Serie A,72,72,3200000.0,10000.0,"CM, CF",Right,5700000.0,,,72.0,Lorenzo Lollo,Empoli
2017/18,B. Hrgota,Branimir Hrgota,25,1993-01-12,185,75,Eintracht Frankfurt,German 1. Bundesliga,72,75,4000000.0,20000.0,"ST, LM",Left,7000000.0,,,72.0,Branimir Hrgota,Eintracht Frankfurt
2017/18,D. Siovas,Dimitrios Siovas,29,1988-09-16,192,83,CD Leganés,Spain Primera Division,72,72,2400000.0,20000.0,CB,Left,5300000.0,,,75.0,Dimitrios Siovas,CD Leganes
2017/18,C. Nørgaard,Christian Thers Nørgaard,24,1994-03-10,187,77,Fiorentina,Italian Serie A,72,79,3700000.0,30000.0,"CDM, CM",Right,7100000.0,,,69.0,Christian Thers Nrgaard,Fiorentina
2017/18,F. Ceccherini,Federico Ceccherini,26,1992-05-11,187,75,Fiorentina,Italian Serie A,72,77,3400000.0,30000.0,CB,Right,6100000.0,,,73.0,Federico Ceccherini,Fiorentina
2017/18,Rubén García,Rubén García Santos,24,1993-07-14,171,72,Levante Unión Deportiva,Spain Primera Division,72,77,4200000.0,15000.0,"CAM, LM, RM",Left,9000000.0,,,73.0,Ruben Garcia Santos,Levante Union Deportiva
2017/18,M. Goicoechea,Mauro Daniel Goicoechea Furia,30,1988-03-27,186,82,Toulouse Football Club,French Ligue 1,72,72,2000000.0,15000.0,GK,Right,4000000.0,,,72.0,Mauro Daniel Goicoechea Furia,Toulouse Football Club
2017/18,M. Flekken,Mark Flekken,25,1993-06-13,193,85,Sport-Club Freiburg,German 1. Bundesliga,72,76,2900000.0,10000.0,GK,Right,5400000.0,,,68.0,Mark Flekken,Sport-Club Freiburg
2017/18,K. Karaman,Kenan Karaman,24,1994-03-05,189,83,Fortuna Düsseldorf,German 1. Bundesliga,72,76,4100000.0,20000.0,"LM, RM, ST, CAM",Right,7600000.0,SUB,18.0,72.0,Kenan Karaman,Fortuna Dusseldorf
2017/18,S. Moreira,Steven Moreira,23,1994-08-13,178,72,Toulouse Football Club,French Ligue 1,72,78,3600000.0,15000.0,"RB, CB",Right,7900000.0,,,71.0,Steven Moreira,Toulouse Football Club
2017/18,W. Saïd,Wesley Saïd,23,1995-04-19,171,75,Dijon FCO,French Ligue 1,72,79,4400000.0,10000.0,"ST, RW, LM",Right,9700000.0,,,69.0,Wesley Said,Dijon FCO
2017/18,W. Troost-Ekong,William Troost-Ekong,24,1993-09-01,191,82,Udinese Calcio,Italian Serie A,72,76,3400000.0,15000.0,CB,Right,6400000.0,,,71.0,William Troost-Ekong,Udinese Calcio
2017/18,Somália,Calmon Wergiton do Rosário,29,1988-09-28,180,73,Toulouse Football Club,French Ligue 1,72,72,3000000.0,20000.0,"RM, CM, CDM",Right,6100000.0,,,73.0,Calmon Wergiton do Rosario,Toulouse Football Club
2017/18,L. Phiri,Lebogang Lelani Phiri,23,1994-11-09,173,63,En Avant de Guingamp,French Ligue 1,72,79,4300000.0,15000.0,"CM, CDM",Right,9500000.0,,,70.0,Lebogang Lelani Phiri,En Avant de Guingamp
2017/18,A. Cerri,Alberto Cerri,22,1996-04-16,194,91,Cagliari,Italian Serie A,72,80,4600000.0,20000.0,ST,Right,,,,69.0,Alberto Cerri,Cagliari
2017/18,A. Werner,Axel Wilfredo Werner,22,1996-02-28,192,85,SD Huesca,Spain Primera Division,72,81,3600000.0,10000.0,GK,Right,,,,69.0,Axel Wilfredo Werner,SD Huesca
2017/18,F. Vicari,Francesco Vicari,23,1994-08-03,190,80,SPAL,Italian Serie A,72,80,3900000.0,9000.0,CB,Right,7900000.0,,,68.0,Francesco Vicari,SPAL
2017/18,S. Uçan,Salih Uçan,24,1994-01-06,182,65,Empoli,Italian Serie A,72,77,4100000.0,10000.0,"CM, CAM",Right,,,,74.0,Salih Ucan,Empoli
2017/18,F. Mubele,Firmin Ndombe Mubele,24,1994-04-17,173,73,Toulouse Football Club,French Ligue 1,72,76,4100000.0,15000.0,"RM, RW, LW",Right,8400000.0,,,74.0,Firmin Ndombe Mubele,Toulouse Football Club
2017/18,S. Perica,Stipe Perica,22,1995-07-07,192,80,Frosinone,Italian Serie A,72,79,4400000.0,10000.0,ST,Right,,,,73.0,Stipe Perica,Frosinone
2017/18,Rober Ibáñez,Roberto Ibáñez Castro,25,1993-03-22,178,71,Getafe CF,Spain Primera Division,72,75,3900000.0,15000.0,"RM, LM",Right,8500000.0,,,72.0,Roberto Ibanez Castro,Getafe CF
2017/18,J. Mauri,José Agustín Mauri,22,1996-05-16,169,65,AC Milan,Italian Serie A,72,79,4300000.0,40000.0,"CM, CDM",Right,8200000.0,,,71.0,Jose Agustin Mauri,AC Milan
2017/18,S. Khaoui,Saîf-Eddine Khaoui,23,1995-04-27,182,68,Olympique de Marseille,French Ligue 1,72,76,4100000.0,30000.0,"CAM, RM, CM",Left,8000000.0,,,70.0,Saif-Eddine Khaoui,Olympique de Marseille
2017/18,S. Scuffet,Simone Scuffet,22,1996-05-31,190,78,Udinese Calcio,Italian Serie A,72,82,3800000.0,10000.0,GK,Right,7700000.0,,,75.0,Simone Scuffet,Udinese Calcio
2017/18,J. Pohjanpalo,Joel Julius Ilmari Pohjanpalo,23,1994-09-13,186,84,Bayer 04 Leverkusen,German 1. Bundesliga,72,78,4300000.0,30000.0,ST,Right,8200000.0,,,72.0,Joel Julius Ilmari Pohjanpalo,Bayer 04 Leverkusen
2017/18,F. Mattiello,Federico Mattiello,22,1995-07-14,184,70,Bologna,Italian Serie A,72,77,4200000.0,20000.0,"LM, LB",Left,,,,70.0,Federico Mattiello,Bologna
2017/18,Luismi,Luis Miguel Sánchez Benítez,26,1992-05-05,179,79,Real Valladolid CF,Spain Primera Division,72,77,3400000.0,15000.0,"CDM, CM",Right,7800000.0,,,71.0,Luis Miguel Sanchez Benitez,Real Valladolid CF
2017/18,M. Sobottka,Marcel Sobottka,24,1994-04-25,185,75,Fortuna Düsseldorf,German 1. Bundesliga,72,78,3600000.0,15000.0,"CDM, CM",Right,7300000.0,,,69.0,Marcel Sobottka,Fortuna Dusseldorf
2017/18,Vigaray,Carlos Martín Vigaray,23,1994-09-07,182,70,Deportivo Alavés,Spain Primera Division,72,78,3600000.0,15000.0,"RB, RWB",Right,8200000.0,,,72.0,Carlos Martin Vigaray,Deportivo Alaves
2017/18,A. Blin,Alexis Blin,21,1996-09-16,184,78,Toulouse Football Club,French Ligue 1,72,80,3900000.0,15000.0,"CDM, CM",Right,8800000.0,,,72.0,Alexis Blin,Toulouse Football Club
2017/18,P. Martinez,Pablo Martinez,29,1989-02-21,182,77,RC Strasbourg Alsace,French Ligue 1,72,72,2400000.0,15000.0,"CB, LB",Left,4800000.0,,,67.0,Pablo Martinez,RC Strasbourg Alsace
2017/18,M. Sprocati,Mattia Sprocati,24,1993-11-30,173,75,Parma,Italian Serie A,72,78,4300000.0,30000.0,"LW, RW",Right,,,,66.0,Mattia Sprocati,Parma
2017/18,A. Mendy,Alexandre Mendy,24,1994-03-20,185,94,FC Girondins de Bordeaux,French Ligue 1,72,77,4200000.0,30000.0,ST,Right,8800000.0,,,71.0,Alexandre Mendy,FC Girondins de Bordeaux
2017/18,E. Berggreen,Emil Berggreen,25,1993-05-10,194,89,1. FSV Mainz 05,German 1. Bundesliga,72,76,4100000.0,20000.0,ST,Right,7200000.0,,,69.0,Emil Berggreen,1. FSV Mainz 05
2017/18,Y. Bammou,Yacine Bammou,26,1991-09-11,188,78,Stade Malherbe Caen,French Ligue 1,72,73,3700000.0,20000.0,"ST, CAM, LM",Right,7700000.0,,,72.0,Yacine Bammou,Stade Malherbe Caen
2017/18,P. Bernardoni,Paul Jean François Bernardoni,21,1997-04-18,190,78,Nîmes Olympique,French Ligue 1,72,82,3800000.0,7000.0,GK,Left,,,,69.0,Paul Jean Francois Bernardoni,Nimes Olympique
2017/18,Y. Bodiger,Yann Yves Laurent Bodiger,23,1995-02-09,188,80,Toulouse Football Club,French Ligue 1,72,80,3900000.0,15000.0,"CDM, CM",Left,8700000.0,,,72.0,Yann Yves Laurent Bodiger,Toulouse Football Club
2017/18,K. Diks,Kevin Diks Bakarbessy,21,1996-10-06,185,70,Fiorentina,Italian Serie A,72,79,3700000.0,20000.0,RB,Right,7100000.0,,,71.0,Kevin Diks Bakarbessy,Fiorentina
2017/18,Adrián Marín,Adrián Marín Gómez,21,1997-01-09,186,78,Deportivo Alavés,Spain Primera Division,72,81,4100000.0,10000.0,"LB, LWB, LM",Left,9500000.0,,,,Adrian Marin Gomez,Deportivo Alaves
2017/18,A. Traoré,Adama Noss Traoré,23,1995-06-28,180,72,AS Monaco,French Ligue 1,72,77,4100000.0,30000.0,"CM, CAM",Left,8100000.0,,,71.0,Adama Noss Traore,AS Monaco
2017/18,L. Suárez,Leonardo Gabriel Suárez,22,1996-03-30,167,60,Villarreal CF,Spain Primera Division,72,80,4600000.0,20000.0,"RM, LM",Left,10500000.0,,,70.0,Leonardo Gabriel Suarez,Villarreal CF
2017/18,D. Verde,Daniele Verde,22,1996-06-20,168,64,Real Valladolid CF,Spain Primera Division,72,82,5000000.0,15000.0,"LW, LM, RM, RW",Left,,,,70.0,Daniele Verde,Real Valladolid CF
2017/18,M. Niakhaté,Moussa Niakhaté,22,1996-03-08,190,82,1. FSV Mainz 05,German 1. Bundesliga,72,80,3900000.0,15000.0,"CB, LB",Left,7500000.0,,,66.0,Moussa Niakhate,1. FSV Mainz 05
2017/18,D. Bouanga,Denis Athanase Bouanga,23,1994-11-11,180,71,Nîmes Olympique,French Ligue 1,72,80,4600000.0,10000.0,"LM, LW",Right,10100000.0,,,,Denis Athanase Bouanga,Nimes Olympique
2017/18,I. Mbenza,Isaac Mbenza,22,1996-03-08,187,77,Huddersfield Town,English Premier League,72,80,4600000.0,30000.0,"ST, RM",Right,,,,70.0,Isaac Mbenza,Huddersfield Town
2017/18,K. Onisiwo,Karim Onisiwo,26,1992-03-17,188,85,1. FSV Mainz 05,German 1. Bundesliga,72,72,3300000.0,20000.0,"RM, RW, LM, LW",Right,5700000.0,,,72.0,Karim Onisiwo,1. FSV Mainz 05
2017/18,P. Stenzel,Pascal Stenzel,22,1996-03-20,183,74,Sport-Club Freiburg,German 1. Bundesliga,72,77,3500000.0,15000.0,"RWB, RB",Right,6500000.0,,,71.0,Pascal Stenzel,Sport-Club Freiburg
2017/18,Rubén Alcaraz,Rubén Alcaraz Jiménez,27,1991-05-01,180,76,Real Valladolid CF,Spain Primera Division,72,73,3500000.0,15000.0,"CM, CDM, CAM",Right,8000000.0,,,68.0,Ruben Alcaraz Jimenez,Real Valladolid CF
2017/18,Jordi Calavera,Jordi Calavera Espinach,22,1995-08-02,182,74,SD Eibar,Spain Primera Division,72,80,3900000.0,15000.0,RB,Right,8900000.0,,,71.0,Jordi Calavera Espinach,SD Eibar
2017/18,A. Dioussé,Assane Dioussé El Hadji,20,1997-09-20,175,68,AS Saint-Étienne,French Ligue 1,72,80,4000000.0,15000.0,"CDM, CM, LB",Left,8400000.0,,,71.0,Assane Diousse El Hadji,AS Saint-Etienne
2017/18,Nacho Gil,Ignacio Gil de Pareja Vicent,22,1995-09-09,170,69,Valencia CF,Spain Primera Division,72,80,4600000.0,20000.0,"LM, RM",Right,10500000.0,,,70.0,Ignacio Gil de Pareja Vicent,Valencia CF
2017/18,A. Lookman,Ademola Lookman,20,1997-10-20,174,78,Everton,English Premier League,72,84,5500000.0,40000.0,"LM, CF",Right,11600000.0,,,64.0,Ademola Lookman,Everton
2017/18,R. Pierre-Gabriel,Ronaël Julien Pierre-Gabriel,20,1998-06-13,177,76,AS Monaco,French Ligue 1,72,82,4300000.0,30000.0,"RB, LB",Right,9100000.0,,,71.0,Ronael Julien Pierre-Gabriel,AS Monaco
