Season_fifa,short_name,age,dob,height_cm,weight_kg,club_name,league_name,overall,potential,value_eur,wage_eur,player_positions,preferred_foot,release_clause_eur,nation_position,nation_jersey_number,previous_edition_overall,POS,GP,MIN,ST,ON,OFF,Y,YR,R,G,A,SA,AOP,ASP,S,SOG,INT,CR,ACR,CC,BCC,CCOP,CCSP,BLK,TKL,TKLW,FC,FS,P,AP,ACRO,AW,BR,DR,DW,EG,ES,IBS,IBSOG,IBG,OBS,OBSOG,OBG,AOG,APW,DSP,OWN,TOUCH,TBOX,PFT,DL,AFZP,BLKCR,PENT,CLROL,POSL,LPOPP,PK,PKG,PKM,PKSVD,FKCR,FKACR,CRN,CRNCR,CRNW,FKS,FKSOG,FKG,GC,CS,SV,IBSV,OBSV,AKS,PKC,PKF,PKSV,CL,ECL,PUNCH,ALB,ATB,LMT,TOFF,BCM,BCS,ATTDR
2017/18,M. Pavlović,28,1990-06-09,196,94,Angers SCO,French Ligue 1,74,75,5000000.0,20000.0,"CB, ST",Right,10400000.0,,,71.0,D,24,1966,22,2,2,9,0,0,2,0,0,0,0,18,6,19,0,0,3,0,3,0,11,13,7,31,10,744,888,0,67,118,4,93,0,0,17,6,2,1,0,0,0,0,2,0,1110,32,38,74,211,1,7,0,154,139,0,0,0,0,0,0,0,0,1,0,0,0,26,5,0,0,0,0,1,0,0,120,120,0,48,0,0,0,2,2,4
2017/18,F. Tait,25,1993-02-02,175,70,Angers SCO,French Ligue 1,74,77,7000000.0,20000.0,"LM, CM, RM",Right,14500000.0,,,69.0,M,31,2247,26,5,16,4,1,1,4,3,3,2,1,58,26,20,103,25,38,11,27,8,4,50,35,29,50,655,858,9,4,160,69,171,0,1,21,9,3,37,17,1,0,0,58,0,1492,53,233,192,437,6,127,1,441,43,0,0,0,0,10,3,39,36,30,3,0,0,29,3,0,0,0,0,0,0,0,11,11,0,31,5,0,3,2,2,100
2017/18,Jason,23,1994-07-06,178,65,Levante Unión Deportiva,Spain Primera Division,74,80,7500000.0,20000.0,"RM, LM",Right,17300000.0,,,73.0,M,27,1792,22,5,12,2,0,0,1,2,0,2,0,33,10,20,62,14,26,5,23,1,1,32,25,31,29,350,501,12,18,95,25,102,0,0,21,7,1,12,3,0,0,0,36,0,890,59,140,166,241,2,74,0,335,12,0,0,0,0,3,1,14,11,18,2,0,0,25,3,0,0,0,0,0,0,0,6,6,0,8,4,0,5,2,0,71
2017/18,A. El Ghazi,23,1995-05-03,189,90,LOSC Lille,French Ligue 1,74,80,7500000.0,20000.0,"RM, RW",Right,16500000.0,,,74.0,F/M,27,1646,19,8,6,2,0,0,4,4,0,3,1,60,30,8,104,22,24,5,13,7,1,23,18,16,15,390,505,7,17,50,23,78,1,0,26,13,4,34,17,0,0,0,39,0,911,62,163,123,295,2,106,0,310,13,0,0,0,0,6,3,42,35,34,10,5,0,31,3,0,0,0,0,0,0,0,5,5,0,6,0,0,3,1,4,45
2017/18,H. Traoré,26,1992-01-27,174,57,Stade Rennais FC,French Ligue 1,74,76,5500000.0,20000.0,RB,Right,10900000.0,,,73.0,D,30,2640,30,0,3,10,0,0,0,1,0,1,0,15,2,60,63,11,19,1,18,0,12,81,57,42,37,1085,1368,11,61,193,24,197,0,0,3,0,0,12,2,0,0,0,7,0,2193,16,246,122,535,20,88,2,455,180,0,0,0,0,0,0,0,0,13,0,0,0,34,7,0,0,0,0,0,0,0,95,95,0,78,0,1,2,0,0,34
2017/18,Zaldúa,26,1992-06-24,176,70,Real Sociedad,Spain Primera Division,74,77,5500000.0,20000.0,RB,Right,12000000.0,,,73.0,D,30,2560,29,1,3,9,0,1,1,0,0,0,0,11,3,61,78,18,15,3,14,1,5,68,52,43,62,626,857,18,48,122,31,207,0,0,6,2,1,5,1,0,1,0,15,0,1718,32,199,129,361,7,83,0,418,73,0,0,0,0,0,0,0,0,13,0,0,0,31,12,0,0,0,0,0,0,0,79,79,0,45,0,0,2,0,1,57
2017/18,V. Vada,22,1996-03-06,175,71,FC Girondins de Bordeaux,French Ligue 1,74,80,7500000.0,30000.0,CM,Right,16500000.0,,,75.0,M,21,860,11,10,11,4,0,0,2,1,0,1,0,12,4,5,35,7,7,0,3,3,1,23,12,16,20,498,569,4,6,57,9,56,1,0,4,2,1,8,2,1,0,0,9,0,742,13,127,62,290,0,46,1,136,34,0,0,0,0,5,0,24,19,1,1,0,0,15,0,0,0,0,0,0,0,0,5,5,0,19,1,0,1,0,1,15
2017/18,F. Hadergjonaj,23,1994-07-31,182,73,Huddersfield Town,English Premier League,74,80,6500000.0,30000.0,"RB, RWB",Right,13700000.0,,,72.0,D,23,1672,19,4,3,3,0,0,0,1,0,1,0,8,2,17,98,22,26,1,24,1,10,21,16,17,11,413,618,20,15,94,16,61,0,0,2,1,0,6,1,0,0,0,5,0,1120,15,131,74,269,7,127,0,366,59,0,0,0,0,1,0,4,4,12,0,0,0,28,4,0,0,0,0,0,0,0,38,38,0,44,0,0,4,1,0,28
2017/18,J. Riedewald,21,1996-09-09,182,79,Crystal Palace,English Premier League,74,82,7000000.0,30000.0,"CB, CDM, LB",Left,14700000.0,,,74.0,M,12,435,4,8,0,0,0,0,0,0,0,0,0,1,0,12,2,2,0,0,0,0,1,11,8,3,0,123,155,2,4,23,3,18,0,0,1,0,0,0,0,0,0,0,4,0,222,5,42,11,73,1,5,0,42,17,0,0,0,0,0,0,0,0,2,0,0,0,6,2,0,0,0,0,0,0,0,12,12,0,13,0,0,0,0,0,3
2017/18,D. Calvert-Lewin,21,1997-03-16,187,71,Everton,English Premier League,74,83,9000000.0,60000.0,"ST, LM",Right,18900000.0,,,65.0,F,32,1875,18,14,5,4,0,0,4,6,0,6,0,43,17,9,19,8,20,6,14,0,1,15,8,43,27,301,493,8,135,65,21,196,1,0,34,13,4,9,4,0,0,2,40,0,845,86,140,286,233,1,39,0,346,8,0,0,0,0,0,0,0,0,9,0,0,0,28,4,0,0,0,0,0,0,0,22,22,0,3,0,0,15,5,2,43
2017/18,E. Crivelli,23,1995-02-06,184,79,Stade Malherbe Caen,French Ligue 1,74,80,8000000.0,20000.0,ST,Right,17600000.0,,,74.0,F,15,1027,12,3,7,6,0,1,1,1,0,1,0,13,3,2,5,1,12,0,11,0,0,13,9,27,20,161,254,1,51,20,6,87,0,0,12,3,1,1,0,0,0,0,20,0,409,41,48,116,96,0,12,0,163,4,0,0,0,0,0,0,0,0,7,0,0,0,15,0,0,0,0,0,0,0,0,6,6,0,3,0,0,6,3,1,12
2017/18,E. Crivelli,23,1995-02-06,184,79,Stade Malherbe Caen,French Ligue 1,74,80,8000000.0,20000.0,ST,Right,17600000.0,,,74.0,F,11,729,9,2,6,2,0,0,2,0,0,0,0,8,3,2,1,0,4,0,4,0,0,4,2,12,11,85,145,0,32,12,4,49,0,0,7,2,2,1,1,0,0,1,13,0,231,25,33,71,63,0,5,0,98,2,0,0,0,0,0,0,0,0,3,0,0,0,12,1,0,0,0,0,0,0,0,2,2,0,1,0,0,3,0,2,7
2017/18,E. Goldaniga,24,1993-11-02,188,82,Frosinone,Italian Serie A,74,76,6000000.0,10000.0,CB,Right,,,,72.0,D,13,1153,13,0,1,3,2,2,1,0,0,0,0,5,1,19,1,0,1,0,1,0,5,14,8,13,11,254,347,0,20,41,4,48,0,0,4,1,1,1,0,0,0,0,2,0,508,10,17,36,75,3,5,0,115,40,0,0,0,0,0,0,0,0,1,0,0,0,14,3,0,0,0,0,0,0,0,53,53,0,39,0,0,1,0,1,4
2017/18,K. Dolly,25,1993-01-22,170,70,Montpellier Hérault SC,French Ligue 1,74,77,7000000.0,20000.0,"CAM, LM, LW, CM",Left,14500000.0,LW,7.0,72.0,M,17,882,9,8,7,1,0,0,1,2,1,2,0,22,7,2,64,27,28,0,13,13,0,12,7,3,2,297,363,8,6,49,12,32,0,0,6,1,1,16,6,0,0,0,18,0,580,23,138,50,247,0,69,0,161,15,0,0,0,0,6,2,35,28,6,0,0,0,12,0,0,0,0,0,0,0,0,2,2,0,5,0,0,2,2,0,18
2017/18,A. Masina,24,1994-01-02,191,87,Watford,English Premier League,74,79,6500000.0,30000.0,LB,Left,12800000.0,,,74.0,D,34,2840,33,1,10,8,0,1,0,1,0,1,0,17,4,51,46,11,25,2,24,0,7,83,58,56,23,1003,1327,11,115,163,19,240,0,0,10,3,0,7,1,0,0,0,27,0,2150,41,269,192,573,19,71,0,474,135,0,0,0,0,0,0,0,0,13,0,0,0,43,5,0,0,0,0,2,0,0,108,108,0,58,0,0,5,3,0,35
2017/18,A. Fulgini,21,1996-08-20,183,71,Angers SCO,French Ligue 1,74,82,8500000.0,15000.0,"RM, CM, CDM, RW",Right,18700000.0,,,68.0,M,29,1532,16,13,13,4,0,0,3,5,0,2,3,37,9,21,57,20,34,5,20,9,2,20,10,19,33,512,663,5,11,102,26,88,0,0,16,6,3,21,3,0,0,1,40,0,1026,50,187,125,367,2,88,0,292,33,0,0,0,0,9,1,30,27,8,3,1,0,28,0,0,0,0,0,0,0,0,7,7,0,29,5,0,1,3,2,41
2017/18,A. Touré,22,1996-04-28,183,72,AS Monaco,French Ligue 1,74,80,6500000.0,40000.0,RB,Right,13700000.0,,,73.0,M,23,1512,16,7,1,3,0,0,1,5,0,5,0,8,2,25,58,13,19,4,14,0,3,58,33,36,4,415,571,13,40,103,15,117,0,0,5,2,1,3,0,0,0,0,14,0,1075,24,120,90,259,9,66,0,296,69,0,0,0,0,0,0,0,0,6,0,0,0,29,4,0,0,0,0,1,0,0,59,59,0,22,0,0,2,0,1,24
2017/18,R. Holding,22,1995-09-20,189,75,Arsenal,English Premier League,74,83,7500000.0,60000.0,CB,Right,15800000.0,,,72.0,D,12,820,9,3,1,3,0,0,0,0,0,0,0,1,0,21,0,0,2,0,2,0,10,19,14,9,5,510,603,0,28,67,5,56,0,2,1,0,0,0,0,0,0,0,6,0,748,4,47,46,178,1,6,0,113,61,0,0,0,0,0,0,0,0,1,0,0,0,17,3,0,0,0,0,0,0,0,39,39,0,30,0,1,0,0,0,8
2017/18,Jorge,22,1996-03-28,184,60,AS Monaco,French Ligue 1,74,80,6500000.0,40000.0,LB,Left,13700000.0,,,74.0,D,26,2282,26,0,3,10,0,0,1,2,0,2,0,8,2,75,66,14,13,2,9,2,2,83,50,32,49,679,884,14,35,179,24,190,0,0,1,0,0,7,2,1,0,2,26,0,1667,19,155,154,378,12,71,0,415,79,0,0,0,0,0,0,0,0,11,0,0,0,37,8,0,0,0,0,1,0,0,84,84,0,42,0,0,3,0,0,59
2017/18,S. Serdar,21,1997-04-11,184,75,FC Schalke 04,German 1. Bundesliga,74,83,8500000.0,20000.0,"CM, CDM, CAM",Right,16200000.0,,,68.0,M,25,1702,16,9,5,3,0,0,2,0,0,0,0,39,13,25,5,0,19,0,19,0,3,59,46,36,28,440,549,0,21,95,29,135,1,0,11,4,1,28,9,1,0,0,38,0,922,30,123,163,244,3,21,0,225,36,0,0,0,0,0,0,0,0,5,0,0,0,30,1,0,0,0,0,0,0,0,13,13,0,25,1,0,0,0,0,62
2017/18,Á. Nagy,23,1995-06-17,178,74,Bologna,Italian Serie A,74,82,7000000.0,20000.0,CDM,Right,13300000.0,LDM,8.0,74.0,M,12,712,8,4,5,1,0,0,1,0,0,0,0,1,1,7,5,1,6,1,6,0,0,16,9,9,6,190,222,1,9,33,5,35,0,0,1,1,1,0,0,0,1,0,10,0,318,9,53,34,111,2,11,0,65,7,0,0,0,0,0,0,0,0,2,0,0,0,13,0,0,0,0,0,0,0,0,3,3,0,2,1,0,0,0,0,6
2017/18,A. Hack,24,1993-09-08,193,88,1. FSV Mainz 05,German 1. Bundesliga,74,78,6000000.0,20000.0,CB,Left,10700000.0,,,71.0,D,15,1288,14,1,1,2,0,0,1,0,0,0,0,12,4,32,4,1,5,0,5,0,18,46,34,10,19,497,648,1,72,59,5,135,0,2,8,2,1,4,2,0,0,0,1,0,903,19,63,54,169,4,13,2,166,96,0,0,0,0,0,0,0,0,2,0,0,0,21,4,0,0,0,0,0,0,0,80,80,0,59,0,0,1,0,0,7
2017/18,E. Mor,20,1997-07-24,169,64,RC Celta de Vigo,Spain Primera Division,74,85,9500000.0,15000.0,"LW, RW, ST, CF",Left,21900000.0,,,70.0,F,23,650,4,19,2,4,0,0,1,2,0,2,0,12,5,4,41,7,14,2,10,2,1,14,7,10,22,181,247,6,1,44,44,81,0,0,5,3,1,7,2,0,0,0,18,0,489,33,67,59,137,4,55,0,176,7,0,0,0,0,1,0,14,9,16,0,0,0,11,0,0,0,0,0,0,0,0,3,3,0,6,1,0,2,0,1,68
2017/18,Marc Navarro,22,1995-07-02,188,79,Watford,English Premier League,74,81,6500000.0,30000.0,RB,Right,13700000.0,,,71.0,D,19,1105,10,9,3,3,0,0,1,0,0,0,0,20,5,22,61,16,9,1,9,0,6,20,13,12,8,285,392,16,12,59,9,48,0,0,8,3,1,12,2,0,0,0,11,0,767,22,49,74,132,5,66,0,227,23,0,0,0,0,0,0,0,0,6,3,2,0,16,1,0,0,0,0,1,0,0,12,12,0,19,0,0,0,0,0,29
2017/18,M. Sarr,19,1999-01-23,182,73,OGC Nice,French Ligue 1,74,83,7500000.0,10000.0,"CB, LB",Left,15800000.0,,,75.0,D,21,1319,13,8,2,1,0,0,0,0,0,0,0,8,1,31,11,1,5,1,5,0,6,23,17,13,15,952,1064,1,28,101,7,73,1,1,5,1,0,3,0,0,0,0,7,0,1278,6,85,46,343,4,21,0,147,145,0,0,0,0,0,0,0,0,5,1,0,0,18,4,0,0,0,0,1,0,0,38,38,0,76,0,0,0,1,0,8
2017/18,M. Stekelenburg,35,1982-09-22,197,92,Everton,English Premier League,73,73,950000.0,30000.0,GK,Right,1800000.0,,,75.0,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017/18,E. Jakupović,33,1984-10-02,191,85,Leicester City,English Premier League,73,73,2000000.0,30000.0,GK,Right,3800000.0,,,72.0,G,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,43,0,1,25,0,2,0,0,0,0,0,0,0,0,0,0,0,0,71,0,4,0,15,0,2,0,21,15,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,7,1,3,0,0,0,5,5,1,17,0,0,0,0,0,0
2017/18,Riesgo,34,1983-10-06,185,76,SD Eibar,Spain Primera Division,73,73,1600000.0,15000.0,GK,Right,3400000.0,,,76.0,G,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,31,0,2,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,40,0,3,0,10,0,0,0,20,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0,0,0,0,0,1,1,1,11,0,0,0,0,0,0
2017/18,B. Cesar,35,1982-07-09,191,89,Chievo Verona,Italian Serie A,73,73,950000.0,10000.0,CB,Left,1600000.0,,,76.0,D,10,545,5,5,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,4,3,5,7,195,238,0,14,22,0,25,0,0,0,0,0,0,0,0,0,0,1,2,309,1,11,19,53,0,1,0,44,32,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,42,42,0,22,0,0,0,0,0,0
2017/18,J. Drobný,38,1979-10-18,192,90,SV Werder Bremen,German 1. Bundesliga,73,73,275000.0,10000.0,GK,Right,459000.0,,,74.0,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017/18,M. Russ,32,1985-08-04,190,92,Eintracht Frankfurt,German 1. Bundesliga,73,73,2300000.0,20000.0,"CB, CDM",Right,3900000.0,,,74.0,D,19,1145,12,7,6,3,0,0,1,0,0,0,0,7,5,32,0,0,2,0,2,0,11,18,12,11,14,477,589,0,60,45,5,94,0,0,7,5,1,0,0,0,0,0,2,1,773,11,44,54,161,1,7,1,119,97,0,0,0,0,0,0,0,0,1,0,0,0,21,0,0,0,0,0,0,0,0,65,65,0,38,0,0,0,2,0,7
2017/18,Agirretxe,31,1987-02-24,187,78,Real Sociedad,Spain Primera Division,73,73,3600000.0,20000.0,"ST, LW",Right,7500000.0,,,76.0,F,11,223,2,9,1,0,0,0,0,0,0,0,0,6,2,0,1,0,0,0,0,0,0,0,0,1,4,38,58,0,8,6,3,15,0,0,6,2,0,0,0,0,0,1,4,0,88,13,7,16,25,0,4,0,34,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,2,0,0,0,0,1,2,0,3
2017/18,J. Sorbon,34,1983-08-05,183,79,En Avant de Guingamp,French Ligue 1,73,73,1200000.0,15000.0,CB,Right,2400000.0,,,74.0,D,29,2610,29,0,0,1,0,0,0,0,0,0,0,4,1,52,0,0,4,0,4,0,24,30,17,18,16,949,1099,0,37,155,2,85,1,3,4,1,0,0,0,0,0,0,7,0,1428,10,53,65,236,6,6,0,168,152,0,0,0,0,0,0,0,0,1,0,0,0,41,8,0,0,0,0,0,0,0,148,148,0,121,0,0,1,1,0,2
2017/18,M. Suttner,31,1987-04-16,179,73,Brighton & Hove Albion,English Premier League,73,73,2600000.0,30000.0,"LB, LWB",Left,5000000.0,,,73.0,D,14,1178,13,1,0,0,0,0,0,0,0,0,0,3,0,13,45,5,6,0,4,2,2,24,15,5,2,332,438,4,14,58,1,41,0,1,0,0,0,3,0,0,0,0,2,0,741,0,92,36,175,12,51,0,190,61,0,0,0,0,1,0,4,4,6,1,0,0,18,4,0,0,0,0,0,0,0,37,37,0,40,0,0,0,0,0,5
2017/18,N. Bungert,31,1986-10-24,188,75,1. FSV Mainz 05,German 1. Bundesliga,73,73,2700000.0,20000.0,CB,Right,4600000.0,,,75.0,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017/18,K. Monnet-Paquet,29,1988-08-19,184,81,AS Saint-Étienne,French Ligue 1,73,73,3900000.0,30000.0,"LM, RW",Right,7400000.0,,,73.0,F,30,1768,21,9,14,0,0,0,2,3,1,3,0,28,10,12,29,5,22,1,18,1,3,33,26,32,14,504,646,5,36,96,20,101,0,1,21,10,2,7,0,0,0,0,55,0,988,60,201,209,331,6,49,0,279,19,0,0,0,0,0,0,0,0,14,0,0,0,28,2,0,0,0,0,0,0,0,17,17,0,5,0,0,5,6,2,38
2017/18,Sergio Sánchez,32,1986-04-03,185,78,RCD Espanyol de Barcelona,Spain Primera Division,73,73,2300000.0,20000.0,"CB, RB",Right,4800000.0,,,74.0,D,2,102,1,1,1,1,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,4,3,2,0,19,27,0,2,2,0,6,0,0,1,0,0,0,0,0,0,0,0,0,54,1,6,3,10,0,2,0,15,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,3,0,1,0,0,0,0,0,0
2017/18,R. Danzé,31,1986-07-03,184,73,Stade Rennais FC,French Ligue 1,73,73,2600000.0,20000.0,RB,Right,5000000.0,,,73.0,D,12,683,9,3,5,2,0,0,0,0,0,0,0,1,0,3,18,1,3,0,3,0,2,12,7,7,1,272,345,1,14,30,0,27,0,0,1,0,0,0,0,0,0,0,4,0,531,1,54,28,141,5,17,0,115,36,0,0,0,0,0,0,0,0,2,0,0,0,9,2,0,0,0,0,0,0,0,29,29,0,17,0,0,0,0,0,4
2017/18,R. Genevois,30,1987-10-28,182,79,Stade Malherbe Caen,French Ligue 1,73,73,3000000.0,15000.0,CB,Right,5900000.0,,,72.0,D,24,1813,22,2,7,4,0,1,0,1,1,1,0,5,1,32,47,13,6,0,5,0,10,45,25,26,15,506,696,13,46,98,3,108,0,0,5,1,0,0,0,0,0,0,10,0,1057,9,63,88,190,3,46,0,254,98,0,0,0,0,0,0,2,0,8,0,0,0,25,6,0,0,0,0,0,0,0,74,74,0,65,0,0,0,1,0,3
2017/18,M. Gazzola,33,1985-04-03,183,78,Parma,Italian Serie A,73,73,1500000.0,30000.0,RB,Right,2800000.0,,,73.0,D,9,743,9,0,3,1,0,0,0,0,0,0,0,1,0,8,33,8,8,0,8,0,2,10,9,7,2,234,322,7,10,36,1,23,0,0,0,0,0,1,0,0,0,0,2,0,541,1,70,27,141,2,32,0,135,34,0,0,0,0,0,0,1,1,4,0,0,0,12,1,0,0,0,0,0,0,0,23,23,0,16,0,0,0,0,0,6
2017/18,H. Saivet,27,1990-10-26,174,76,Newcastle United,English Premier League,73,73,4100000.0,40000.0,"CM, CAM, CDM",Right,7800000.0,,,77.0,M,1,84,1,0,1,0,0,0,1,0,0,0,0,1,1,4,2,0,0,0,0,0,0,5,3,0,0,15,24,0,2,4,0,7,1,0,0,0,0,1,1,1,0,0,0,0,44,0,2,4,6,0,3,0,11,0,0,0,0,0,0,0,2,2,0,1,1,1,2,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0
2017/18,D. Gosling,28,1990-02-01,183,79,AFC Bournemouth,English Premier League,73,73,4000000.0,50000.0,CM,Right,7500000.0,,,73.0,M,28,1943,21,7,2,8,0,0,2,1,0,0,1,22,8,25,6,3,17,0,16,0,8,50,25,38,25,820,1062,3,54,151,18,147,0,0,14,7,2,8,1,0,0,0,31,0,1392,25,223,177,440,10,34,0,323,84,0,0,0,0,0,0,1,0,3,0,0,0,41,1,0,0,0,0,1,0,0,25,25,0,39,0,0,2,1,1,24
2017/18,M. James,26,1991-07-22,181,86,Leicester City,English Premier League,73,73,4200000.0,50000.0,"CM, CDM",Right,8000000.0,,,72.0,M,13,994,11,2,4,2,0,0,0,0,0,0,0,11,2,17,2,0,2,0,2,0,2,19,10,21,5,363,446,0,20,56,8,52,0,0,6,2,0,5,0,0,0,0,5,0,581,10,64,53,157,1,8,0,109,25,0,0,0,0,0,0,0,0,2,0,0,0,15,2,0,0,0,0,0,0,0,24,24,0,16,1,0,0,1,0,12
2017/18,F. Sammaritano,32,1986-03-23,162,64,Dijon FCO,French Ligue 1,73,73,3100000.0,15000.0,"LM, LW, RM, RW",Right,6200000.0,,,74.0,M,26,1431,16,10,12,2,0,0,0,4,0,4,0,31,13,5,45,8,24,4,19,1,0,28,26,15,22,454,555,7,3,89,16,69,0,0,20,9,0,11,4,0,1,0,22,0,824,55,189,92,309,3,51,0,202,26,0,0,0,0,2,1,7,6,13,0,0,0,28,1,0,0,0,0,0,0,0,12,12,0,24,1,0,5,0,0,25
2017/18,F. Cacciatore,31,1986-10-08,182,85,Chievo Verona,Italian Serie A,73,73,2600000.0,15000.0,"RB, LB",Right,4500000.0,,,74.0,D,33,2870,32,1,1,5,0,1,2,3,0,3,0,21,10,41,130,31,35,3,30,2,11,34,27,15,21,1215,1559,29,53,165,10,116,1,2,14,7,2,7,3,0,0,0,16,0,2343,38,305,89,619,17,207,0,539,130,0,0,0,0,1,1,3,3,17,0,0,0,51,5,0,0,0,0,0,0,0,82,82,0,97,1,0,3,1,0,21
2017/18,P. Schiattarella,31,1987-05-30,178,73,SPAL,Italian Serie A,73,73,3400000.0,10000.0,"CM, RM",Right,6200000.0,,,71.0,M,31,1988,22,9,8,12,0,0,1,4,0,3,1,20,3,23,39,12,43,5,33,6,2,41,31,26,56,921,1130,6,10,130,24,131,0,0,6,2,0,14,1,1,0,0,27,0,1474,24,269,103,516,1,101,0,313,74,0,0,0,0,9,2,18,11,5,0,0,0,37,2,0,0,0,0,0,0,0,24,24,0,62,3,0,1,0,0,30
2017/18,M. Sau,30,1987-11-03,169,65,Cagliari,Italian Serie A,73,73,3900000.0,30000.0,"ST, CF",Right,6900000.0,,,74.0,F,29,1312,16,13,12,2,0,0,2,0,0,0,0,25,9,9,14,2,12,1,12,0,0,9,6,18,25,286,370,2,4,78,3,41,0,0,18,5,2,7,4,0,0,0,39,0,576,67,94,96,192,0,18,0,191,12,1,0,1,0,0,0,3,0,12,1,0,0,24,0,0,0,0,0,0,0,0,1,1,0,8,0,0,12,3,2,14
2017/18,I. Lewczuk,33,1985-05-30,187,85,FC Girondins de Bordeaux,French Ligue 1,73,73,1600000.0,30000.0,"CB, RB",Right,3200000.0,,,73.0,D,7,435,4,3,1,3,0,0,0,0,0,0,0,0,0,7,11,3,6,1,5,1,2,9,7,17,2,131,157,3,3,14,2,16,0,0,0,0,0,0,0,0,0,0,3,0,233,2,16,30,52,0,16,0,43,15,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,11,11,0,5,0,0,0,0,0,4
2017/18,Diego Farías,28,1990-05-10,173,66,Cagliari,Italian Serie A,73,73,4100000.0,30000.0,"CF, CAM, RW, LW",Right,7400000.0,,,74.0,F,28,1603,14,14,7,4,0,0,1,5,1,5,0,44,17,8,35,10,20,2,13,2,0,21,15,27,24,413,504,7,9,75,31,84,0,0,30,14,0,14,3,1,0,0,39,0,888,88,154,134,290,0,56,0,264,7,1,0,0,1,0,0,12,8,21,0,0,0,26,0,0,0,0,0,0,0,0,6,6,0,15,1,0,15,11,0,67
2017/18,G. Sertic,28,1989-08-05,183,76,Olympique de Marseille,French Ligue 1,73,73,3200000.0,30000.0,"CB, CDM",Right,6200000.0,,,76.0,M/D,7,347,3,4,0,1,0,0,0,0,0,0,0,6,1,6,0,0,1,0,1,0,7,5,3,10,3,171,194,0,8,19,1,17,0,0,6,1,0,0,0,0,0,0,0,0,253,10,18,19,57,0,2,0,25,23,0,0,0,0,0,0,0,0,2,0,0,0,12,0,0,0,0,0,1,0,0,23,23,0,12,1,0,0,1,0,1
2017/18,J. Schieber,29,1989-02-13,186,83,FC Augsburg,German 1. Bundesliga,73,73,4000000.0,20000.0,ST,Left,6800000.0,,,74.0,F,3,53,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,1,6,13,0,3,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0,26,4,2,7,5,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,1,0,5
2017/18,M. Frantz,31,1986-10-14,182,81,Sport-Club Freiburg,German 1. Bundesliga,73,73,3400000.0,20000.0,"CM, CDM, RM",Left,6200000.0,,,73.0,M,15,1045,12,3,7,0,0,0,0,1,0,1,0,11,5,15,12,3,8,1,7,0,3,23,15,20,18,168,234,2,30,17,3,69,0,0,7,2,0,4,3,0,0,0,10,0,375,13,53,69,107,3,19,0,100,19,0,0,0,0,3,1,0,0,2,0,0,0,19,2,0,0,0,0,0,0,0,12,12,0,7,1,0,0,1,0,10
